Nome do Banco|Nome da Tabela/View|PK: xxx FK: xxx
branco|dbo.Rl_Ra_Fatura_Parametro_Filial|FK: Id_Filial  branco dbo.Filial(Id_Filial)
branco|dbo.Rl_Ra_Fatura_Parametro_Filial|PK: Id_Fatura_Parametro
branco|dbo.Rl_Ra_Fatura_Parametro_Filial|PK: Id_Filial
branco|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|FK: Id_Fatura_Parametro  branco dbo.Fatura_Parametro(Id_Fatura_Parametro)
branco|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|FK: Id_Tronco_Grupo  branco dbo.Tronco_Grupo(Id_Tronco_Grupo)
branco|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|PK: Id_Fatura_Parametro
branco|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|PK: Id_Tronco_Grupo
branco|dbo.Rl_Rateio_Fatura|FK: Id_Fatura  branco dbo.Fatura(Id_Fatura)
branco|dbo.Rl_Rateio_Fatura|FK: Id_Rateio  branco dbo.Rateio(Id_Rateio)
branco|dbo.Rl_Rateio_Fatura|PK: Id_Fatura
branco|dbo.Rl_Rateio_Fatura|PK: Id_Rateio
branco|dbo.Rl_Solicitacao_Ativo|FK: Id_Ativo  branco dbo.Ativo(Id_Ativo)
branco|dbo.Rl_Solicitacao_Ativo|FK: Id_Solicitacao  branco dbo.Solicitacao(Id_Solicitacao)
branco|dbo.Rl_Solicitacao_Ativo|PK: Id_Ativo
branco|dbo.Rl_Solicitacao_Ativo|PK: Id_Solicitacao
branco|dbo.Rl_Solicitacao_Fila_Atendimento_Usuario|FK: Id_Solicitacao_Fila_Atendimento  branco dbo.Solicitacao_Fila_Atendimento(Id_Solicitacao_Fila_Atendimento)
branco|dbo.Rl_Solicitacao_Fila_Atendimento_Usuario|FK: Id_Usuario  branco dbo.Usuario(Id_Usuario)
branco|dbo.Rl_Usuario_Grupo_Si_Tela|FK: Id_Tela  branco dbo.Si_Tela(Id_Tela)
branco|dbo.Rl_Usuario_Grupo_Si_Tela|FK: Id_Usuario_Grupo  branco dbo.Usuario_Grupo(Id_Usuario_Grupo)
branco|dbo.Rl_Usuario_Grupo_Si_Tela|PK: Id_Tela
branco|dbo.Rl_Usuario_Grupo_Si_Tela|PK: Id_Usuario_Grupo
branco|dbo.Rl_Usuario_Grupo_Si_Template|FK: Id_Template  branco dbo.Si_Template(Id_Template)
branco|dbo.Rl_Usuario_Grupo_Si_Template|FK: Id_Usuario_Grupo  branco dbo.Usuario_Grupo(Id_Usuario_Grupo)
branco|dbo.Rl_Usuario_Grupo_Si_Template|PK: Id_Template
branco|dbo.Rl_Usuario_Grupo_Si_Template|PK: Id_Usuario_Grupo
branco|dbo.Rl_Usuario_Solicitacao_Permissao|FK: Id_Solicitacao_Permissao  branco dbo.Solicitacao_Permissao(Id_Solicitacao_Permissao)
branco|dbo.Rl_Usuario_Solicitacao_Permissao|FK: Id_Usuario  branco dbo.Usuario(Id_Usuario)
branco|dbo.Rl_Usuario_Solicitacao_Permissao|PK: Id_Solicitacao_Permissao
branco|dbo.Rl_Usuario_Solicitacao_Permissao|PK: Id_Usuario
branco|dbo.Secao|PK: Id_Secao
branco|dbo.Servico|PK: Id_Servico
branco|dbo.Setor|PK: Id_Setor
branco|dbo.Si_Ano_Fiscal|PK: Id
branco|dbo.Si_Aproveitamento|PK: DB_Tipo_Parametro_BLT
branco|dbo.Si_Aproveitamento|PK: DB_Tipo_Parametro_PCT
branco|dbo.Si_Desmarca_Bilhete|PK: DB_Tipo_Parametro
branco|dbo.Si_Formato_Valida_Data|PK: Id_Valida_Data
branco|dbo.Si_Idioma|PK: Id_Idioma
branco|dbo.Si_Menu|PK: Id_Menu
branco|dbo.Si_Tela_Campo_Traducao|FK: Id_Campo  branco dbo.Si_Tela_Campo(Id_Campo)
branco|dbo.Si_Tela_Campo_Traducao|FK: Id_Idioma  branco dbo.Si_Idioma(Id_Idioma)
branco|dbo.Si_Tela_Campo_Traducao|PK: Id_Traducao
branco|dbo.Si_Tela_Campo|FK: Id_Tela  branco dbo.Si_Tela(Id_Tela)
branco|dbo.Si_Tela_Campo|PK: Id_Campo
branco|dbo.Si_Tela|FK: Id_Menu  branco dbo.Si_Menu(Id_Menu)
branco|dbo.Si_Tela|PK: Id_Tela
branco|dbo.Si_Template|FK: Id_Ativo_Tipo_Grupo  branco dbo.Ativo_Tipo_Grupo(Id_Ativo_Tipo_Grupo)
branco|dbo.Si_Template|PK: Id_Template
branco|dbo.Si_Texto_Termo|PK: Caixa
branco|dbo.Si_Texto_Termo|PK: Pagina
branco|dbo.Si_Usuario_Perfil_Acesso|FK: Id_Usuario_Perfil  branco dbo.Si_Usuario_Perfil(Id_Usuario_Perfil)
branco|dbo.Si_Usuario_Perfil_Acesso|PK: Id_Usuario_Perfil_Acesso
branco|dbo.Si_Usuario_Perfil|PK: Id_Usuario_Perfil
branco|dbo.Si_Volumetria|PK: DB_Tipo_Parametro
branco|dbo.Solicitacao_Avaliacao|FK: Id_Solicitacao  branco dbo.Solicitacao(Id_Solicitacao)
branco|dbo.Solicitacao_Avaliacao|PK: Id_Solicitacao_Avaliacao
branco|dbo.Solicitacao_Bilhete_Tipo|FK: Id_Bilhete_Tipo  branco dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
branco|dbo.Solicitacao_Bilhete_Tipo|PK: Id_Bilhete_Tipo
branco|dbo.Solicitacao_Data_Parada|PK: Id_Data_Parada
branco|dbo.Solicitacao_Fila_Atendimento|PK: Id_Solicitacao_Fila_Atendimento
branco|dbo.Solicitacao_Item|FK: Id_Solicitacao  branco dbo.Solicitacao(Id_Solicitacao)
branco|dbo.Solicitacao_Item|FK: Id_Usuario  branco dbo.Usuario(Id_Usuario)
branco|dbo.Solicitacao_Item|PK: Id_Solicitacao_Item
branco|dbo.Solicitacao_Permissao|PK: Id_Solicitacao_Permissao
branco|dbo.Solicitacao_SLA|PK: Id_Solicitacao_SLA
branco|dbo.Solicitacao_Solucao|FK: Id_Ativo_Tipo  branco dbo.Ativo_Tipo(Id_Ativo_Tipo)
branco|dbo.Solicitacao_Solucao|PK: Id_Solicitacao_Solucao
branco|dbo.Solicitacao_Tipo|FK: Id_Ativo_Tipo  branco dbo.Ativo_Tipo(Id_Ativo_Tipo)
branco|dbo.Solicitacao_Tipo|FK: Id_Solicitacao_Permissao  branco dbo.Solicitacao_Permissao(Id_Solicitacao_Permissao)
branco|dbo.Solicitacao_Tipo|FK: Id_Solicitacao_SLA  branco dbo.Solicitacao_SLA(Id_Solicitacao_SLA)
branco|dbo.Solicitacao_Tipo|FK: Id_Solicitacao_Unidade_Processo  branco dbo.Solicitacao_Unidade_Processo(Id_Processo_Unidade_Solicitacao)
branco|dbo.Solicitacao_Tipo|FK: Id_Solicitcao_Fila_Atendimento  branco dbo.Solicitacao_Fila_Atendimento(Id_Solicitacao_Fila_Atendimento)
branco|dbo.Solicitacao_Tipo|PK: Id_Solicitacao_Tipo
branco|dbo.Solicitacao_Unidade_Processo|PK: Id_Processo_Unidade_Solicitacao
branco|dbo.Solicitacao|FK: Id_Ativo_Tipo  branco dbo.Ativo_Tipo(Id_Ativo_Tipo)
branco|dbo.Solicitacao|FK: Id_Mail_Caixa_Saida_Operadora  branco dbo.Mail_Caixa_Saida(Id_Mail_Caixa_Siada)
branco|dbo.Solicitacao|FK: Id_Mail_Caixa_Saida_Usuario  branco dbo.Consumidor_Unidade(Id_Consumidor_Unidade)
branco|dbo.Solicitacao|FK: Id_Mail_Caixa_Saida_Usuario  branco dbo.Mail_Caixa_Saida(Id_Mail_Caixa_Siada)
branco|dbo.Solicitacao|FK: Id_Solicitacao_Solucao  branco dbo.Solicitacao_Solucao(Id_Solicitacao_Solucao)
branco|dbo.Solicitacao|FK: Id_Solicitacao_Tipo  branco dbo.Solicitacao_Tipo(Id_Solicitacao_Tipo)
branco|dbo.Solicitacao|FK: Id_Usuario  branco dbo.Usuario(Id_Usuario)
branco|dbo.Solicitacao|PK: Id_Solicitacao
branco|dbo.sysdiagrams|PK: diagram_id
branco|dbo.Tronco_Grupo|PK: Id_Tronco_Grupo
branco|dbo.Tronco|FK: Id_Conglomerado  branco dbo.Conglomerado(Id_Conglomerado)
branco|dbo.Tronco|FK: Id_Tronco_Grupo  branco dbo.Tronco_Grupo(Id_Tronco_Grupo)
branco|dbo.Tronco|PK: Id_Tronco
branco|dbo.Usuario_Grupo|PK: Id_Usuario_Grupo
branco|dbo.Usuario|FK: Id_Consumidor  branco dbo.Consumidor(Id_Consumidor)
branco|dbo.Usuario|FK: Id_Idioma  branco dbo.Si_Idioma(Id_Idioma)
branco|dbo.Usuario|FK: Id_Usuario_Grupo  branco dbo.Usuario_Grupo(Id_Usuario_Grupo)
branco|dbo.Usuario|FK: Id_Usuario_Perfil  branco dbo.Si_Usuario_Perfil(Id_Usuario_Perfil)
branco|dbo.Usuario|FK: Id_Usuario_Perfil_Acesso  branco dbo.Si_Usuario_Perfil_Acesso(Id_Usuario_Perfil_Acesso)
branco|dbo.Usuario|PK: Id_Usuario
Fortlev|dbo.Aceite_Termo_Responsabilidade|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Aceite_Termo_Responsabilidade|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Aceite_Termo_Responsabilidade|PK: Id_Aceite
Fortlev|dbo.Agenda_Marcacao_Particular|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Agenda_Marcacao_Particular|PK: Id_Usuario
Fortlev|dbo.Agenda_Marcacao_Particular|PK: Nr_Destino
Fortlev|dbo.App_Captura_Imei|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Arquivo_PDF_Acesso_Usuario|PK: Id
Fortlev|dbo.Ativo_App_Trafego_Aplicativo|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Ativo_App_Trafego|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Ativo_Complemento|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Ativo_Complemento|PK: Id_Ativo_Complemento
Fortlev|dbo.Ativo_Consumidor_Alerta|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Ativo_Fabricante|PK: Id_Ativo_Fabricante
Fortlev|dbo.Ativo_Fr_Aquisicao|PK: Id_Ativo_Fr_Aquisicao
Fortlev|dbo.Ativo_log|PK: Id_Ativo_log
Fortlev|dbo.Ativo_Modelo|FK: Id_Ativo_Fabricante  Fortlev dbo.Ativo_Fabricante(Id_Ativo_Fabricante)
Fortlev|dbo.Ativo_Modelo|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Ativo_Modelo|PK: Id_Ativo_Modelo
Fortlev|dbo.Ativo_Parametro|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Ativo_Parametro|FK: Id_Ativo_Fr_Aquisicao  Fortlev dbo.Ativo_Fr_Aquisicao(Id_Ativo_Fr_Aquisicao)
Fortlev|dbo.Ativo_Parametro|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Ativo_Parametro|FK: Id_Contrato  Fortlev dbo.Contrato(Id_Contrato)
Fortlev|dbo.Ativo_Parametro|FK: Id_Tronco_Grupo  Fortlev dbo.Tronco_Grupo(Id_Tronco_Grupo)
Fortlev|dbo.Ativo_Parametro|PK: Id_Ativo
Fortlev|dbo.Ativo_Status|PK: Id_Ativo_Status
Fortlev|dbo.Ativo_Tipo_Contato_Corporativo|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Ativo_Tipo_Grupo_Tipo|PK: Id_Ativo_Tipo_Grupo_Tipo
Fortlev|dbo.Ativo_Tipo_Grupo|PK: Id_Ativo_Tipo_Grupo
Fortlev|dbo.Ativo_Tipo_Imagem|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Ativo_Tipo_Imagem|PK: Id_Ativo_Tipo
Fortlev|dbo.Ativo_Tipo_Sub_Grupo|PK: Id_Ativo_Tipo_Sub_Grupo
Fortlev|dbo.Ativo_Tipo|FK: Id_Ativo_Tipo_Grupo  Fortlev dbo.Ativo_Tipo_Grupo(Id_Ativo_Tipo_Grupo)
Fortlev|dbo.Ativo_Tipo|FK: Id_Ativo_Tipo_Grupo_Tipo  Fortlev dbo.Ativo_Tipo_Grupo_Tipo(Id_Ativo_Tipo_Grupo_Tipo)
Fortlev|dbo.Ativo_Tipo|FK: Id_Ativo_Tipo_Sub_Grupo  Fortlev dbo.Ativo_Tipo_Sub_Grupo(Id_Ativo_Tipo_Sub_Grupo)
Fortlev|dbo.Ativo_Tipo|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Ativo_Tipo|PK: Id_Ativo_Tipo
Fortlev|dbo.Ativo|FK: Id_Ativo_Modelo  Fortlev dbo.Ativo_Modelo(Id_Ativo_Modelo)
Fortlev|dbo.Ativo|FK: Id_Ativo_Status  Fortlev dbo.Ativo_Status(Id_Ativo_Status)
Fortlev|dbo.Ativo|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Ativo|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Ativo|PK: Id_Ativo
Fortlev|dbo.Auditoria_Acompanhamento|FK: Id_Auditoria_Conta  Fortlev dbo.Auditoria_Conta(Id_Auditoria_Conta)
Fortlev|dbo.Auditoria_Acompanhamento|FK: Id_Auditoria_Lote  Fortlev dbo.Auditoria_Lote(Id_Auditoria_Lote)
Fortlev|dbo.Auditoria_Acompanhamento|FK: Id_Auditoria_Status  Fortlev dbo.Auditoria_Status(Id_Auditoria_Status)
Fortlev|dbo.Auditoria_Acompanhamento|PK: Id_Auditoria_Acompanhamento
Fortlev|dbo.Auditoria_Conta|FK: Id_Auditoria_Lote  Fortlev dbo.Auditoria_Lote(Id_Auditoria_Lote)
Fortlev|dbo.Auditoria_Conta|PK: Id_Auditoria_Conta
Fortlev|dbo.Auditoria_Contestacao|FK: Id_Fatura  Fortlev dbo.Fatura(Id_Fatura)
Fortlev|dbo.Auditoria_Contestacao|PK: Id_Auditoria_Contestacao
Fortlev|dbo.Auditoria_Item|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Auditoria_Item|FK: Id_Auditoria_Resumo  Fortlev dbo.Auditoria_Resumo(Id_Auditoria_Resumo)
Fortlev|dbo.Auditoria_Item|FK: Id_Bilhete_Tipo  Fortlev dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Fortlev|dbo.Auditoria_Item|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Auditoria_Item|PK: Id_Auditoria_Item
Fortlev|dbo.Auditoria_Lote|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Auditoria_Lote|PK: Id_Auditoria_Lote
Fortlev|dbo.Auditoria_Resumo|PK: Id_Auditoria_Resumo
Fortlev|dbo.Auditoria_Status|PK: Id_Auditoria_Status
Fortlev|dbo.Auditoria_Texto|FK: Id_Auditoria_lote  Fortlev dbo.Auditoria_Lote(Id_Auditoria_Lote)
Fortlev|dbo.Auditoria_Texto|PK: Id_Auditoria_Texto
Fortlev|dbo.Auditoria_Tipo|FK: Id_Auditoria_Conta  Fortlev dbo.Auditoria_Conta(Id_Auditoria_Conta)
Fortlev|dbo.Auditoria_Tipo|PK: Id_Auditoria_Tipo
Fortlev|dbo.Bilhete_Data|FK: Id_Lote  Fortlev dbo.Lote(Id_Lote)
Fortlev|dbo.Bilhete_Historico_Resumo|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Bilhete_Historico_Resumo|PK: Dt_Historico
Fortlev|dbo.Bilhete_Historico_Resumo|PK: Id_Lote
Fortlev|dbo.Bilhete_Historico_Resumo|PK: Id_Usuario
Fortlev|dbo.Bilhete_Manual_Tipo|FK: Id_Bilhete_Tipo  Fortlev dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Fortlev|dbo.Bilhete_Tipo|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Bilhete_Tipo|PK: Id_Bilhete_Tipo
Fortlev|dbo.Bilhete|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Bilhete|FK: Id_Bilhete_Tipo  Fortlev dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Fortlev|dbo.Bilhete|FK: Id_Lote  Fortlev dbo.Lote(Id_Lote)
Fortlev|dbo.Bilhete|FK: Id_Tronco  Fortlev dbo.Tronco(Id_Tronco)
Fortlev|dbo.Bilhete|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Bilhete|PK: Id_Bilhete
Fortlev|dbo.Cargo|PK: Id_Cargo
Fortlev|dbo.Centro_Custo|PK: Id_Centro_Custo
Fortlev|dbo.cg_Bi_Arquivo_Campo_Importacao|PK: Id_Campo
Fortlev|dbo.Cg_Bi_Arquivo_Campo|FK: Id_Arquivo  Fortlev dbo.Cg_Bi_Arquivo(Id_Arquivo)
Fortlev|dbo.Cg_Bi_Arquivo_Campo|FK: Id_Campo_Bilhete  Fortlev dbo.Cg_Bi_Si_Campo_Bilhete(Id_Campo_Bilhete)
Fortlev|dbo.Cg_Bi_Arquivo_Campo|PK: Id_Arquivo_Campo
Fortlev|dbo.Cg_Bi_Arquivo|PK: Id_Arquivo
Fortlev|dbo.Cg_Bi_Si_Campo_Bilhete|PK: Id_Campo_Bilhete
Fortlev|dbo.Conglomerado|PK: Id_Conglomerado
Fortlev|dbo.Consumidor_log|PK: id_Consumidor_log
Fortlev|dbo.Consumidor_Satus_Data|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Consumidor_Satus_Data|PK: Id_Consumidor
Fortlev|dbo.Consumidor_Status|PK: Id_Consumidor_Status
Fortlev|dbo.Consumidor_Tipo|PK: Id_Consumidor_Tipo
Fortlev|dbo.Consumidor_Unidade_Fornecedor|FK: Id_Consumidor_Fornecedor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Consumidor_Unidade_Fornecedor|FK: Id_Consumidor_Unidade  Fortlev dbo.Consumidor_Unidade(Id_Consumidor_Unidade)
Fortlev|dbo.Consumidor_Unidade_Fornecedor|PK: Id_Consumidor_Fornecedor
Fortlev|dbo.Consumidor_Unidade_Fornecedor|PK: Id_Consumidor_Unidade
Fortlev|dbo.Consumidor_Unidade|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Consumidor_Unidade|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Consumidor_Unidade|PK: Id_Consumidor_Unidade
Fortlev|dbo.Consumidor|FK: Id_Cargo  Fortlev dbo.Cargo(Id_Cargo)
Fortlev|dbo.Consumidor|FK: Id_Centro_Custo  Fortlev dbo.Centro_Custo(Id_Centro_Custo)
Fortlev|dbo.Consumidor|FK: Id_Consumidor_Status  Fortlev dbo.Consumidor_Status(Id_Consumidor_Status)
Fortlev|dbo.Consumidor|FK: Id_Consumidor_Tipo  Fortlev dbo.Consumidor_Tipo(Id_Consumidor_Tipo)
Fortlev|dbo.Consumidor|FK: Id_Departamento  Fortlev dbo.Departamento(Id_Departamento)
Fortlev|dbo.Consumidor|FK: Id_Empresa_Contratada  Fortlev dbo.Empresa_Contratada(Id_Empresa_Contratada)
Fortlev|dbo.Consumidor|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Consumidor|FK: Id_Secao  Fortlev dbo.Secao(Id_Secao)
Fortlev|dbo.Consumidor|FK: Id_Setor  Fortlev dbo.Setor(Id_Setor)
Fortlev|dbo.Consumidor|PK: Id_Consumidor
Fortlev|dbo.Contrato_Aditivo|FK: Id_Contrato  Fortlev dbo.Contrato(Id_Contrato)
Fortlev|dbo.Contrato_Aditivo|PK: Id_Contrato_Aditivo
Fortlev|dbo.Contrato_Bilhete|PK: DB_Tipo_Parametro
Fortlev|dbo.Contrato_Indice|PK: Id_Contrato_Indice
Fortlev|dbo.Contrato_SLA_Operacao|FK: Id_Contrato  Fortlev dbo.Contrato(Id_Contrato)
Fortlev|dbo.Contrato_SLA_Operacao|PK: Id_Contrato_SLA_Operacao
Fortlev|dbo.Contrato_SLA_Servico|FK: Id_Contrato  Fortlev dbo.Contrato(Id_Contrato)
Fortlev|dbo.Contrato_SLA_Servico|FK: Id_Contrato_Indice  Fortlev dbo.Contrato_Indice(Id_Contrato_Indice)
Fortlev|dbo.Contrato_SLA_Servico|FK: Id_Operadora  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Contrato_SLA_Servico|PK: Id_Contrato_SLA_Servico
Fortlev|dbo.Contrato_Status|PK: Id_Contrato_Status
Fortlev|dbo.Contrato|FK: Id_Contrato_Indice  Fortlev dbo.Contrato_Indice(Id_Contrato_Indice)
Fortlev|dbo.Contrato|FK: Id_Contrato_Status  Fortlev dbo.Contrato_Status(Id_Contrato_Status)
Fortlev|dbo.Contrato|FK: Id_Empresa_Contratada  Fortlev dbo.Empresa_Contratada(Id_Empresa_Contratada)
Fortlev|dbo.Contrato|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Contrato|FK: Id_Servico  Fortlev dbo.Servico(Id_Servico)
Fortlev|dbo.Contrato|PK: Id_Contrato
Fortlev|dbo.Custo_Fixo_Item|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Custo_Fixo_Item|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Custo_Fixo_Item|FK: Id_Custo_Fixo  Fortlev dbo.Custo_Fixo(Id_Custo_Fixo)
Fortlev|dbo.Custo_Fixo_Item|PK: Id_Custo_Fixo_Item
Fortlev|dbo.Custo_Fixo|PK: Id_Custo_Fixo
Fortlev|dbo.Departamento|PK: Id_Departamento
Fortlev|dbo.Empresa_Contratada|PK: Id_Empresa_Contratada
Fortlev|dbo.Empresa|FK: Id_Holding  Fortlev dbo.Holding(Id_Holding)
Fortlev|dbo.Empresa|PK: Id_Empresa
Fortlev|dbo.Estoque_Aparelho_Status|PK: Id_Estoque_Aparelho_Status
Fortlev|dbo.Estoque_Aparelho|FK: Id_Ativo_Modelo  Fortlev dbo.Ativo_Modelo(Id_Ativo_Modelo)
Fortlev|dbo.Estoque_Aparelho|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Estoque_Aparelho|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Estoque_Aparelho|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Estoque_Aparelho|FK: Id_Estoque_Aparelho_Status  Fortlev dbo.Estoque_Aparelho_Status(Id_Estoque_Aparelho_Status)
Fortlev|dbo.Estoque_Aparelho|FK: Id_Estoque_Endereco_Entrega  Fortlev dbo.Estoque_Endereco_Entrega(Id_Estoque_Endereco_Entrega)
Fortlev|dbo.Estoque_Aparelho|FK: Id_Estoque_Nota_Fiscal  Fortlev dbo.Estoque_Nota_Fiscal(Id_Estoque_Nota_Fiscal)
Fortlev|dbo.Estoque_Aparelho|FK: Id_Estoque_Nota_Fiscal  Fortlev dbo.Estoque_Nota_Fiscal(Id_Estoque_Nota_Fiscal)
Fortlev|dbo.Estoque_Aparelho|PK: Id_Aparelho
Fortlev|dbo.Estoque_Consumidor|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Estoque_Endereco_Entrega|PK: Id_Estoque_Endereco_Entrega
Fortlev|dbo.Estoque_Nota_Fiscal|FK: Id_Ativo_Fr_Aquisicao  Fortlev dbo.Ativo_Fr_Aquisicao(Id_Ativo_Fr_Aquisicao)
Fortlev|dbo.Estoque_Nota_Fiscal|PK: Id_Estoque_Nota_Fiscal
Fortlev|dbo.Fatura_Parametro_Campo|FK: Id_Fatura_Parametro  Fortlev dbo.Fatura_Parametro(Id_Fatura_Parametro)
Fortlev|dbo.Fatura_Parametro_Campo|PK: Id_Fatura_Parametro_Campo
Fortlev|dbo.Fatura_Parametro|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Fatura_Parametro|FK: Id_Contrato  Fortlev dbo.Contrato(Id_Contrato)
Fortlev|dbo.Fatura_Parametro|FK: Id_Fatura_Tipo_Rateio  Fortlev dbo.Fatura_Tipo_Rateio(Id_Fatura_Tipo_Rateio)
Fortlev|dbo.Fatura_Parametro|PK: Id_Fatura_Parametro
Fortlev|dbo.Fatura_Plano_Conta|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Fatura_Plano_Conta|FK: Id_Contrato  Fortlev dbo.Contrato(Id_Contrato)
Fortlev|dbo.Fatura_Plano_Conta|FK: Id_Empresa  Fortlev dbo.Empresa(Id_Empresa)
Fortlev|dbo.Fatura_Plano_Conta|PK: Id_Fatura_Plano_Conta
Fortlev|dbo.Fatura_Tipo_Rateio|PK: Id_Fatura_Tipo_Rateio
Fortlev|dbo.Fatura|FK: Id_Fatura_Parametro  Fortlev dbo.Fatura_Parametro(Id_Fatura_Parametro)
Fortlev|dbo.Fatura|PK: Id_Fatura
Fortlev|dbo.Filial|FK: Id_Empresa  Fortlev dbo.Empresa(Id_Empresa)
Fortlev|dbo.Filial|PK: Id_Filial
Fortlev|dbo.Holding|PK: Id_Holding
Fortlev|dbo.Justificativa_Excedente|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Justificativa_Excedente|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Justificativa_Excedente|FK: Id_Mail_Caixa_Siada  Fortlev dbo.Mail_Caixa_Saida(Id_Mail_Caixa_Siada)
Fortlev|dbo.Justificativa_Excedente|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Log_Alteracao_Cadastro_Consumidor|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Log_Alteracao_Contrato_SLA_Servico|FK: Id_Contrato_SLA_Servico  Fortlev dbo.Contrato_SLA_Servico(Id_Contrato_SLA_Servico)
Fortlev|dbo.Log_Rastreio_Estoque_Aparelho|FK: Id_Aparelho  Fortlev dbo.Estoque_Aparelho(Id_Aparelho)
Fortlev|dbo.Log_Rastreio_Estoque_Aparelho|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Log_Rastreio_Estoque_Aparelho|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Lote_Log_Criacao|FK: Id_Centro_Custo  Fortlev dbo.Centro_Custo(Id_Centro_Custo)
Fortlev|dbo.Lote_Log_Criacao|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
